d23dc832-2051-452f-a669-291b78180479 0 20201020 2
fb30edf4-8710-41cc-b5b5-5d5127c44956 0 20201020 2
2908ca52-0d00-4044-8773-9843e265a4f4 0 20201020 2
263ba3cf-8a5e-4c7a-a611-7550ddf25dee 0 20201020 2
bb17d118-bc11-4b0d-87f0-2bf836cdc37e 0 20201020 2
c291cdb9-60ef-4047-8602-e1a0db067423 0 20181925 2
77bccded-79cb-4524-9ae2-13bf5b06cbf0 0 20181925 2
90c2ab11-4796-4634-9b52-39a1b203b08f 0 20192023 2
0f0a4f68-4038-48a8-8e40-991d7998483e 0 20192023 2
9c14e4d9-f73a-44f9-9c44-93db9890c3a4 0 20192023 2
82819792-27d9-433d-b613-a770ea7ff736 0 20192023 2
f496767f-a980-4ba1-9c7b-8eff7be5070b 0 20192023 2
ad232ab5-fb57-450d-9ebd-09d795065d7d 0 201633 2
ef4bacea-107f-42c0-b6d0-29d87ca9c8cf 0 201623 2
ec660d9c-cb0f-4281-88d8-1644081f7c79 0 201634 2
cf27bcd0-4692-4984-8b65-33fc618226a8 0 201620 2
6977ba14-7cef-4b5d-b9cf-283f811d6d11 0 201622 2
127e57df-7d86-48b3-9229-cf27b45ba08a 0 201627 2
212bfc25-eee0-4cac-b62f-3338890c3808 0 201608 2
3432029e-9dd1-42bf-bc48-5205ca728059 0 20181903 2
4f04e456-14ce-43b1-b510-4ff5103aa4c3 0 20181917 2
2031dca5-1385-4685-aadd-8bd160aab8b1 0 20171831 2
69088570-ebdf-4a41-952a-5e87d2c5311a 0 201651 2
3eb7d12e-7b78-4db9-9a2c-79029db98dce 0 20171825 2
d1c8518a-56e5-4d26-b276-5bc8643a0150 0 20192002 2
3bbd4cde-8a07-4285-a9c1-b77c328434a2 0 201653 2
7d874bfb-4361-4da6-9317-a1d41f66b9fd 0 20181901 2
62482ef9-c21a-4f71-b8b3-bf6f3953eda9 0 201647 2
1d1ecb2c-2856-4527-83ac-23a79b1b6365 0 20181916 2
e37d3688-a676-4d29-98a8-5cbdd07643e8 0 20192013 2
955130f6-97db-41d1-9b14-c6cd2505d32f 0 201645 2
b41c6e33-dd45-4d00-bfd7-89e8a4b5f2ca 0 20171830 2
eaf5ec37-fb28-4e65-9289-481513ab6f64 0 20181902 2
9179392d-9c08-40e6-a058-7da154d1d186 0 20192003 2
737c62b4-7288-43d0-8f97-44a07cdcec65 0 20171818 2
a8467a68-b68f-4e42-9ef4-f25379a0a35a 0 20171824 2
63848274-0055-4cf1-a734-f7f1702b187a 0 20171819 2
18f2404f-f066-44c0-b330-c613475e03a4 0 20181909 2
032d334c-ffc9-4d20-bd99-e9e05e250417 0 201657 2
271116d2-936b-43b8-943c-92f48f347695 0 20181921 2
15ad82f4-c56c-4298-b490-58a2faa0f535 0 201643 2
35d3f2bb-0063-4168-bb46-35cb7544fb7e 0 20171823 2
85053149-485a-46cb-8d6b-1f63e59472fe 0 20181905 2
c0a12088-c5ae-4fdb-998c-77c9829f17ae 0 20181911 2
39c9ba40-8918-443c-b449-92d6d7d92301 0 201655 2
2f78005e-8ed8-4060-b59c-5f63f8614042 0 20181906 2
10f3395a-fb5e-4b2c-ba2c-eaad46585166 0 20171829 2
e0f42831-3dcf-4dd6-ad7e-85818a91daf1 0 20171814 2
185f1971-dc56-4406-a733-55bd1d5d8441 0 201659 2
e8d2d509-adfc-43fd-a2cf-5d64027286e6 0 201649 2
c889798c-d44c-420f-aab3-1e03e0ae1482 0 20171815 2
2f7f037e-8415-48c6-9d9c-6f06d425d560 0 20192026 2
72d17241-85ad-4885-9ca2-fd6cf674f45d 0 201631 2
37d8446b-57b3-4983-b1bf-75c9d8cd1cfa 0 20171801 2
f3795e7b-1798-4e47-8d29-bb9f1a83d2f4 0 20171806 2
519ba759-00ca-422f-b167-11b9e1751adb 0 20181913 2
fe569768-ae21-46d8-815c-35eb9d9c74cd 0 20181907 2
d5dd9b94-626d-482d-80bb-4f4258e3677f 0 20192012 2
f0a267dd-e46e-48e4-9753-111e3c607c1f 0 20171809 2
9b946f0f-a662-49bc-a6a3-3a82a7209508 0 150703 2
38816577-9c50-4209-8832-7e75d3b75bb8 0 201630 2
74a0327c-8c3e-48e4-9515-bd9285b4aac5 0 20171822 2
3a9fbd6b-7684-4217-9734-6b58a1cad613 0 20192006 2
3b004763-3735-4d81-8f88-5b3daaea0b7b 0 20181910 2
80e5783e-db02-4cdb-9653-41dc6ba46369 0 201648 2
85912d0c-9948-4f2b-b782-5087db666d2b 0 20171816 2
2724bd37-5010-4cff-8d31-f9cd1902fe59 0 20171803 2
db2c90c4-df32-4fc9-a56e-12e764608806 0 20181918 2
d0cf23c8-a710-4f29-ad50-c3e891d425ff 0 20171802 2
96d9bb10-0d33-4c20-8ead-40c496221d99 0 20192025 2
591ec284-301a-40fa-863f-8a14761fae9e 0 20171817 2
fed08af6-a889-418a-ae03-f41768cc5e7e 0 20181924 2
83ffb0d8-6b41-4312-b512-d3344365a8fa 0 20192018 2
ea7531c1-dc99-44ff-859c-63f7fd10142e 0 201616 2
48c11016-51b6-4ff6-8022-8947d0b91cbc 0 201612 2
e8f7f330-cd93-4cfd-96f6-67f13a3ab29d 0 201606 2
b641ba3d-68ad-471a-a99c-5e455c2c9505 0 201607 2
b2f07235-890b-4dfa-b5fa-434df3be5468 0 201613 2
92dcc535-9f52-42d0-8ebe-c3f1f21c5ab9 0 201602 2
6a70d76e-b491-482f-a664-3a1c54f48d8b 0 201639 2
503b97b3-1d6b-45e9-bf56-f16a9fce1ff1 0 201617 2
986dacfd-4c7b-4a0d-a50d-c68ed0b77995 0 the_journal_of_the_science_of_food_and_agriculture-101002jsfa1239 2
ef449299-4159-4fde-b72e-21e3c8123c7b 0 agronomy_journal-101002agj220200 2
84cedd02-be72-4625-ba25-0a5d5b971bdd 0 nutrient_cycling_in_agroecosystems-101007s10705020100893 2
8b93e931-53df-4475-acd8-5134bbb6b2e9 0 6831 2
72aa424f-7533-4310-8380-e9854a421653 0 5518-14056 2
d2d8a904-8f8b-4a14-adf3-5a08c63c0978 0 268-448 2
d3123754-b016-4a58-bded-27e8022d6b7e 0 the_journal_of_the_science_of_food_and_agriculture-101002jsfa2740351102 2
